publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Journal of Counseling and Development","0748-9633","1556-6678",1997-01-01,88,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-6678",,"10.1002/(ISSN)1556-6678","","","",""
"The Journal of Creative Behavior","0022-0175","2162-6057",1997-01-01,44,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2162-6057",,"10.1002/(ISSN)2162-6057","","","",""
"Journal of Cutaneous Pathology","0303-6987","1600-0560",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0560",,"10.1111/(ISSN)1600-0560","","","",""
"Journal of Digestive Diseases","1751-2972","1751-2980",2000-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-2980",,"10.1111/(ISSN)1751-2980","","","",""
"Journal of Ecology","0022-0477","1365-2745",1998-01-01,86,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2745",,"10.1111/(ISSN)1365-2745","","","free back issues after 2 years back to 1998",""
"Journal of Economic Surveys","0950-0804","1467-6419",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6419",,"10.1111/(ISSN)1467-6419","","","",""
"Journal of Economics and Management Strategy","1058-6407","1530-9134",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1530-9134",,"10.1111/(ISSN)1530-9134","","","",""
"Journal of Educational Measurement","0022-0655","1745-3984",1997-01-01,34,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-3984",,"10.1111/(ISSN)1745-3984","","","",""
"Journal of Empirical Legal Studies","1740-1453","1740-1461",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1740-1461",,"10.1111/(ISSN)1740-1461","","","",""
"Journal of Employment Counseling","0022-0787","2161-1920",1997-01-01,47,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1920/issues",,"10.1002/(ISSN)2161-1920","","","",""
"Journal of Esthetic and Restorative Dentistry","1496-4155","1708-8240",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1708-8240",,"10.1111/(ISSN)1708-8240","","","",""
"Journal of Evaluation in Clinical Practice ","1356-1294","1365-2753",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2753",,"10.1111/(ISSN)1365-2753","","","",""
"Journal of Evolutionary Biology","1010-061X","1420-9101",1997-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1420-9101",,"10.1111/(ISSN)1420-9101","","","free back issues after 2 years back to 1988",""
"Journal of Family theory and Review","1756-2570","1756-2589",2009-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-2589",,"10.1111/(ISSN)1756-2589","","","",""
"Journal of Family therapy","0163-4445","1467-6427",1997-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6427",,"10.1111/(ISSN)1467-6427","","","free back issues after 2000 back to 1979",""
"Journal of Field Ornithology","0273-8570","1557-9263",2006-01-01,77,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1557-9263",,"10.1111/(ISSN)1557-9263","","","","Association of Field Ornithologists"
"Journal of Field Robotics","1556-4959","1556-4967",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-4967",,"10.1002/(ISSN)1556-4967","","","",""
"Journal of Fish Biology","0022-1112","1095-8649",1997-01-01,50,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1095-8649",,"10.1111/(ISSN)1095-8649","","","",""
"Journal of Fish Diseases","0140-7775","1365-2761",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2761",,"10.1111/(ISSN)1365-2761","","","",""
"Journal of Food Biochemistry ","0145-8884","1745-4514",1997-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4514",,"10.1111/(ISSN)1745-4514","","","",""
"Journal of Food Process Engineering ","0145-8876","1745-4530",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4530",,"10.1111/(ISSN)1745-4530","","","",""
"Journal of Food Processing and Preservation ","0145-8892","1745-4549",1997-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4549",,"10.1111/(ISSN)1745-4549","","","",""
"Journal of Food Quality ","0146-9428","1745-4557",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4557",,"10.1111/(ISSN)1745-4557","","","",""
"Journal of Food Safety ","0149-6085","1745-4565",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4565",,"10.1111/(ISSN)1745-4565","","","",""
"Journal of Food Science","0022-1147","1750-3841",1997-01-01,62,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1750-3841",,"10.1111/(ISSN)1750-3841","","","",""
"Journal of Food Science Education","","1541-4329",2002-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-4329",,"10.1111/(ISSN)1541-4329","","","",""
"Journal of Forecasting","0277-6693","1099-131X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-131X",,"10.1002/(ISSN)1099-131X","","","",""
"Journal of Forensic Nursing","1556-3693","1939-3938",2005-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-3938",,"10.1111/(ISSN)1939-3938","","","",""
"Journal of Forensic Sciences","0022-1198","1556-4029",2006-01-01,51,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1556-4029",,"10.1111/(ISSN)1556-4029","","","",""
"Journal of Gastroenterology and Hepatology","0815-9319","1440-1746",1997-01-01,12,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1746",,"10.1111/(ISSN)1440-1746","","","",""
"Journal of Graph theory","0364-9024","1097-0118",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0118",,"10.1002/(ISSN)1097-0118","","","",""
"Journal of Healthcare Risk Management","1074-4797","2040-0861",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2040-0861",,"10.1002/(ISSN)2040-0861","","","",""
"Journal of Historical Sociology","0952-1909","1467-6443",1997-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6443",,"10.1111/(ISSN)1467-6443","","","",""
"Journal of Human Nutrition and Dietetics","0952-3871","1365-277X",1997-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-277X",,"10.1111/(ISSN)1365-277X","","","",""
"Journal of Humanistic Counseling","2159-0311","2161-1939",1997-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1939",,"10.1002/(ISSN)2161-1939","","","",""
"Journal of industrial Ecology","1088-1980","1530-9290",1997-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1530-9290",,"10.1111/(ISSN)1530-9290","","","",""
"Journal of integrative Plant Biology","1672-9072","1744-7909",2005-01-01,47,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7909",,"10.1111/(ISSN)1744-7909","","","",""
"Journal of intellectual Disability Research","0964-2633","1365-2788",1997-01-01,41,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2788",,"10.1111/(ISSN)1365-2788","","","",""
"Journal of interior Design","1071-7641","1939-1668",1997-01-01,23,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-1668",,"10.1111/(ISSN)1939-1668","","","",""
"Journal of internal Medicine","0954-6820","1365-2796",1997-01-01,241,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2796",,"10.1111/(ISSN)1365-2796","","","free back issues after 2 years back to Jan 1st 1997",""
"Journal of International Development","0954-1748","1099-1328",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1328",,"10.1002/(ISSN)1099-1328","","","",""
"Journal of International Financial Management and Accounting","0954-1314","1467-646X",1997-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-646X",,"10.1111/(ISSN)1467-646X","","","",""
"Journal of interventional Cardiology","0896-4327","1540-8183",1997-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-8183",,"10.1111/(ISSN)1540-8183","","","",""
"Journal of investigative Psychology and offender  Profiling","1544-4759","1544-4767",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1544-4767",,"10.1002/(ISSN)1544-4767","","","",""
"Journal of Labelled Compounds and  Radiopharmaceuticals","0362-4803","1099-1344",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1344",,"10.1002/(ISSN)1099-1344","","","",""
"Journal of Latin American and Caribbean Anthropology","1935-4932","1935-4940",1997-01-01,2,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1935-4940",,"10.1111/(ISSN)1935-4940","","","",""
"Journal of Law and Society","0263-323X","1467-6478",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6478",,"10.1111/(ISSN)1467-6478","","","",""
"Journal of Leadership Studies","1935-2611","1935-262X",2007-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1935-262X",,"10.1002/(ISSN)1935-262X","","","",""
"Journal of Legal Studies Education","0896-5811","1744-1722",1997-01-01,15,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1722",,"10.1111/(ISSN)1744-1722","","","",""
"Journal of Linguistic Anthropology","1055-1360","1548-1395",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-1395",,"10.1111/(ISSN)1548-1395","","","",""
"Journal of Magnetic Resonance Imaging","1053-1807","1522-2586",1999-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2586",,"10.1002/(ISSN)1522-2586","","","",""
"Journal of Management Studies","0022-2380","1467-6486",1997-01-01,34,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6486",,"10.1111/(ISSN)1467-6486","","","",""
"Journal of Marital and Family therapy","0194-472X","1752-0606",1997-01-01,23,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-0606",,"10.1111/(ISSN)1752-0606","","","",""
"Journal of Marriage and Family","0022-2445","1741-3737",2000-01-01,62,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-3737",,"10.1111/(ISSN)1741-3737","","","",""
"Journal of Mass Spectrometry","1076-5174","1096-9888",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9888c",,"10.1002/(ISSN)1096-9888c","","","",""
"Journal of Medical Imaging and Radiation Oncology","1754-9477","1754-9485",1997-01-01,41,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-9485",,"10.1111/(ISSN)1754-9485","","","",""
"Journal of Medical Primatology ","0047-2565","1600-0684",1999-01-01,29,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0684",,"10.1111/(ISSN)1600-0684","","","",""
"Journal of Medical Virology","0146-6615","1096-9071",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9071",,"10.1002/(ISSN)1096-9071","","","",""
"Journal of Metamorphic Geology","0263-4929","1525-1314",1997-01-01,15,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1314",,"10.1111/(ISSN)1525-1314","","","",""
"Journal of Microscopy","0022-2720","1365-2818",1997-01-01,185,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2818",,"10.1111/(ISSN)1365-2818","","","",""
"Journal of Midwifery and Women's Health","1526-9523","1542-2011",1997-01-01,42,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-2011",,"10.1111/(ISSN)1542-2011","","","",""
"Journal of Molecular Recognition  ","0952-3499","1099-1352",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1352",,"10.1002/(ISSN)1099-1352","","","",""
"Journal of Money, Credit and Banking","0022-2879","1538-4616",2007-01-01,39,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-4616",,"10.1111/(ISSN)1538-4616","","","","The Ohio State University Press"
"Journal of Morphology","0362-2525","1097-4687",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4687",,"10.1002/(ISSN)1097-4687","","","",""
"Journal of Multi Criteria Decision Analysis","1057-9214","1099-1360",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1360",,"10.1002/(ISSN)1099-1360","","","",""
"Journal of Multicultural Counseling and Development","0883-8534","2161-1912",1997-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1912/",,"10.1002/(ISSN)2161-1912","","","",""
"Journal of Neurochemistry","0022-3042","1471-4159",1997-01-01,68,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-4159",,"10.1111/(ISSN)1471-4159","","","free back issues after 1 year back to Jan 1st 1997",""
"Journal of Neuroendocrinology","0953-8194","1365-2826",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2826",,"10.1111/(ISSN)1365-2826","","","",""
"Journal of Neuroimaging","1051-2284","1552-6569",2001-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1552-6569",,"10.1111/(ISSN)1552-6569","","","",""
"Journal of Neuropsychology","1748-6645","1748-6653",2007-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-6653",,"10.1111/(ISSN)1748-6653","","","",""
"Journal of Neuroscience Research","0360-4012","1097-4547",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4547",,"10.1002/(ISSN)1097-4547","","","",""
"Journal of Nursing Management","0966-0429","1365-2834",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2834",,"10.1111/(ISSN)1365-2834","","","",""
"Journal of Nursing Scholarship","1527-6546","1547-5069",1997-01-01,29,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1547-5069",,"10.1111/(ISSN)1547-5069","","","",""
"Journal of Obstetric, Gynecologic and Neonatal Nursing","0884-2175","1552-6909",1997-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1552-6909",,"10.1111/(ISSN)1552-6909","","","",""
"Journal of Obstetrics and Gynaecology Research ","1341-8076","1447-0756",1997-01-01,23,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1447-0756",,"10.1111/(ISSN)1447-0756","","","",""
"Journal of Occupational and Organizational Psychology","0963-1798","2044-8325",1999-01-01,72,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8325",,"10.1111/(ISSN)2044-8325","","","",""
"Journal of Oral Pathology and Medicine","0904-2512","1600-0714",1997-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0714",,"10.1111/(ISSN)1600-0714","","","",""
"Journal of Oral Rehabilitation","0305-182X","1365-2842",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2842",,"10.1111/(ISSN)1365-2842","","","",""
"Journal of Organizational Behavior","0894-3796","1099-1379",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1379",,"10.1002/(ISSN)1099-1379","","","",""
"Journal of Orthopaedic Research","0736-0266","1554-527X",2001-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-527X",,"10.1002/(ISSN)1554-527X","","","",""
"Journal of Paediatrics and Child Health","1034-4810","1440-1754",1997-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1754",,"10.1111/(ISSN)1440-1754","","","",""
"Journal of Peptide Science","1075-2617","1099-1387",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1387",,"10.1002/(ISSN)1099-1387","","","",""
"Journal of Periodontal Research","0022-3484","1600-0765",1997-01-01,32,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0765",,"10.1111/(ISSN)1600-0765","","","",""
"Journal of Personality","0022-3506","1467-6494",1997-01-01,65,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6494",,"10.1111/(ISSN)1467-6494","","","",""
"Journal of Petroleum Geology","0141-6421","1747-5457",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-5457",,"10.1111/(ISSN)1747-5457","","","",""
"Journal of Pharmaceutical Sciences","0022-3549","1520-6017",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6017",,"10.1002/(ISSN)1520-6017","","","",""
"Journal of Pharmacy and Pharmacology: An International Journal of Pharmaceutical Science","0022-3573","2042-7158",1997-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2042-7158",,"10.1111/(ISSN)2042-7158","","","",""
"Journal of Philosophy of Education","0309-8249","1467-9752",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9752",,"10.1111/(ISSN)1467-9752","","","",""
"Journal of Phycology","0022-3646","1529-8817",1997-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8817",,"10.1111/(ISSN)1529-8817","","","",""
"Journal of Physical Organic Chemistry","0894-3230","1099-1395",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1395",,"10.1002/(ISSN)1099-1395","","","",""
"Journal of Phytopathology","0931-1785","1439-0434",1997-01-01,144,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0434",,"10.1111/(ISSN)1439-0434","","","",""
"Journal of Pineal Research ","0742-3098","1600-079X",1997-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-079X",,"10.1111/(ISSN)1600-079X","","","",""
"Journal of Plant Nutrition and Soil Science","1436-8730","1522-2624",1999-01-01,162,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2624",,"10.1002/(ISSN)1522-2624","","","",""
"Journal of Policy Analysis and Management","0276-8739","1520-6688",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6688",,"10.1002/(ISSN)1520-6688","","","",""
"Journal of Policy and Practice in intellectual Disabilities","1741-1122","1741-1130",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-1130",,"10.1111/(ISSN)1741-1130","","","",""
"Journal of Polymer Science Part A Polymer Chemistry","0360-6376","1099-0518",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-6238",,"","","","",""
"Journal of Popular Music Studies","1524-2226","1533-1598",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1533-1598",,"10.1111/(ISSN)1533-1598","","","",""
"Journal of Prosthodontics","1059-941X","1532-849X",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-849X",,"10.1111/(ISSN)1532-849X","","","",""
"Journal of Psychiatric and Mental Health Nursing","1351-0126","1365-2850",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2850",,"10.1111/(ISSN)1365-2850","","","",""
"Journal of Psychological Issues in Organizational Culture","2041-8418","2041-8426",2010-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2041-8426",,"10.1002/(ISSN)2041-8426","","","",""
"Journal of Public Affairs","1472-3891","1479-1854",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1479-1854",,"10.1002/(ISSN)1479-1854","","","",""
"Journal of Public Economic theory","1097-3923","1467-9779",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9779",,"10.1111/(ISSN)1467-9779","","","",""
"Journal of Public Health Dentistry","0022-4006","1752-7325",1997-01-01,57,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-7325",,"10.1111/(ISSN)1752-7325","","","",""
"Journal of Quaternary Science","0267-8179","1099-1417",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1417",,"10.1002/(ISSN)1099-1417","","","",""
"Journal of Raman Spectroscopy","0377-0486","1097-4555",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4555",,"10.1002/(ISSN)1097-4555","","","",""
"Journal of Regional Science","0022-4146","1467-9787",1997-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9787",,"10.1111/(ISSN)1467-9787","","","",""
"Journal of Religious ethics","0384-9694","1467-9795",1999-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9795",,"10.1111/(ISSN)1467-9795","","","",""
"Journal of Religious History","0022-4227","1467-9809",1997-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9809",,"10.1111/(ISSN)1467-9809","","","",""
"Journal of Renal Care","1755-6678","1755-6686",2008-01-01,34,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-6686",,"10.1111/(ISSN)1755-6686","","","",""
"Journal of Research in Reading","0141-0423","1467-9817",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9817",,"10.1111/(ISSN)1467-9817","","","",""
"Journal of Research in Science Teaching","0022-4308","1098-2736",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2736",,"10.1002/(ISSN)1098-2736","","","",""
"Journal of Research On Adolescence","1050-8392","1532-7795",2001-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-7795",,"10.1111/(ISSN)1532-7795","","","",""
"Journal of Risk and insurance","0022-4367","1539-6975",2002-01-01,69,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1539-6975",,"10.1111/(ISSN)1539-6975","","","",""
"Journal of School Health","0022-4391","1746-1561",1997-01-01,67,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-1561",,"10.1111/(ISSN)1746-1561","","","",""
"Journal of Sensory Studies","0887-8250","1745-459X",1997-01-01,12,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-459X",,"10.1111/(ISSN)1745-459X","","","",""
"Journal of Separation Science","1615-9306","1615-9314",1998-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-9314",,"10.1002/(ISSN)1615-9314","","","",""
"Journal of Sleep Research","0962-1105","1365-2869",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2869",,"10.1111/(ISSN)1365-2869","","","free back issues after 1 year back to Jan 1st 1997",""
"Journal of Small Animal Practice","0022-4510","1748-5827",1997-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5827",,"10.1111/(ISSN)1748-5827","","","",""
"Journal of Small Business Management","0047-2778","1540-627X",2001-01-01,39,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-627X",,"10.1111/(ISSN)1540-627X","","","",""
"Journal of Social Issues","0022-4537","1540-4560",1997-01-01,53,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-4560",,"10.1111/(ISSN)1540-4560","","","",""
"Journal of Social Philosophy","0047-2786","1467-9833",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9833",,"10.1111/(ISSN)1467-9833","","","",""
"Journal of Sociolinguistics","1360-6441","1467-9841",1997-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9841",,"10.1111/(ISSN)1467-9841","","","",""
"Journal of Software:  Evolution and Process","2047-7473","2047-7481",2012-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-0618",,"10.1002/(ISSN)2047-7481","","","",""
"Journal of Supply Chain Management","1523-2409","1745-493X",1997-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-493X",,"10.1111/(ISSN)1745-493X","","","",""
"Journal of Supreme Court History","1059-4329","1540-5818",1997-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5818",,"10.1111/(ISSN)1540-5818","","","",""
"Journal of Surgical Oncology","0022-4790","1096-9098",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9098",,"10.1002/(ISSN)1096-9098","","","",""
"Journal of Synchrotron Radiation","0909-0495","1600-5775",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-5775",,"10.1111/(ISSN)1600-5775","","","",""
"Journal of Texture Studies","0022-4901","1745-4603",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4603",,"10.1111/(ISSN)1745-4603","","","",""
"Journal of the American Academy of Nurse Practitioners","1041-2972","1745-7599",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-7599",,"10.1111/(ISSN)1745-7599","","","",""
"Journal of the American Ceramic Society","0002-7820","1551-2916",1997-01-01,80,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1551-2916",,"10.1111/(ISSN)1551-2916","","","",""
"Journal of the American Society For information  Science and Technology","1532-2882","1532-2890",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2890",,"10.1002/(ISSN)1532-2890","","","",""
"Journal of the American Water Resources Association","1093-474X","1752-1688",1997-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-1688",,"10.1111/(ISSN)1752-1688","","","",""
"Journal of the Chinese Chemical Society","0009-4536","2192-6549",2011-01-01,58,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2192-6549/",,"10.1002/(ISSN)2192-6549","","","",""
"Journal of the European Academy of Dermatology and Venereology","0926-9959","1468-3083",1997-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-3083",,"10.1111/(ISSN)1468-3083","","","",""
"Journal of the History of the Behavioral Sciences","0022-5061","1520-6696",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6696",,"10.1002/(ISSN)1520-6696","","","",""
"Journal of the institute of Brewing","0046-9750","2050-0416",0199-01-01,105,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-0416",,"10.1002/(ISSN)2050-0416","","","",""
